LSOA Code,tot_cases_spring_2021,tot_cases_summer_2021
E01007915,14.33,63.81
E01007916,17.47,77.81
E01007917,16.05,71.49
E01007918,18.01,80.18
E01007919,18.75,83.49
E01007920,18.62,82.93
E01007921,17.36,77.3
E01007922,13.88,61.81
E01007923,19.87,88.46
E01007924,17.11,76.18
E01007925,18.54,82.56
E01007926,17.41,77.53
E01007927,17.31,77.07
E01007928,18.13,80.74
E01007929,19.7,87.72
E01007930,14.17,63.11
E01007931,16.43,73.16
E01007932,15.11,67.3
E01007933,16.46,73.3
E01007934,15.29,68.09
E01007935,15.61,69.49
E01007936,17.65,78.6
E01007937,15.51,69.07
E01007938,16.22,72.23
E01007939,16.59,73.86
E01007940,23.35,103.95
E01007941,16.41,73.07
E01007942,21.84,97.25
E01007943,18.05,80.37
E01007944,27.23,121.25
E01007945,18.22,81.11
E01007946,17.14,76.32
E01007947,17.5,77.9
E01007948,19.27,85.81
E01007949,19.97,88.93
E01007950,16.19,72.09
E01007951,17.58,78.28
E01007952,16.56,73.72
E01007953,16.26,72.42
E01007954,16.8,74.79
E01007955,13.9,61.9
E01007956,21.47,95.58
E01007957,17.23,76.74
E01007958,14.46,64.37
E01007959,14.84,66.09
E01007960,17.07,76.0
E01007961,16.23,72.28
E01007962,13.68,60.93
E01007963,14.77,65.77
E01007964,15.63,69.58
E01007965,19.3,85.95
E01007966,15.42,68.65
E01007967,18.59,82.79
E01007968,14.45,64.32
E01007969,17.42,77.58
E01007970,17.22,76.7
E01007971,15.29,68.09
E01007972,14.45,64.32
E01007973,15.89,70.74
E01007974,14.51,64.6
E01007975,16.99,75.67
E01007976,14.55,64.79
E01007977,16.91,75.3
E01007978,17.06,75.95
E01007979,20.27,90.28
E01007980,16.33,72.7
E01007981,16.66,74.18
E01007982,21.58,96.09
E01007983,14.97,66.65
E01007984,15.32,68.23
E01007985,15.23,67.81
E01007986,14.32,63.77
E01007987,15.27,68.0
E01007988,14.79,65.86
E01007989,14.47,64.42
E01007990,14.81,65.95
E01007991,15.73,70.04
E01007992,16.47,73.35
E01007993,17.27,76.88
E01007994,14.11,62.84
E01007995,15.55,69.25
E01007996,17.66,78.65
E01007997,15.16,67.49
E01007998,16.8,74.79
E01007999,13.07,58.18
E01008000,14.75,65.67
E01008001,15.41,68.6
E01008002,15.8,70.37
E01008003,13.86,61.72
E01008004,16.88,75.16
E01008005,15.78,70.28
E01008006,14.88,66.28
E01008007,18.72,83.35
E01008008,17.21,76.65
E01008009,16.65,74.14
E01008010,14.88,66.28
E01008011,18.01,80.18
E01008012,24.55,109.3
E01008013,15.74,70.09
E01008014,18.66,83.07
E01008015,18.03,80.28
E01008016,17.39,77.44
E01008017,17.14,76.32
E01008018,15.78,70.28
E01008019,19.51,86.88
E01008020,13.73,61.11
E01008021,14.35,63.9
E01008022,15.33,68.28
E01008023,23.6,105.07
E01008024,22.2,98.83
E01008025,21.01,93.53
E01008027,15.74,70.09
E01008028,15.52,69.11
E01008029,15.42,68.65
E01008030,15.18,67.58
E01008031,14.5,64.56
E01008032,13.86,61.72
E01008033,12.73,56.7
E01008034,16.94,75.44
E01008035,11.69,52.04
E01008036,14.22,63.3
E01008037,13.86,61.72
E01008038,14.54,64.74
E01008039,12.39,55.16
E01008040,17.32,77.11
E01008041,13.87,61.77
E01008042,17.98,80.04
E01008043,18.04,80.32
E01008044,16.61,73.95
E01008045,14.93,66.46
E01008046,17.69,78.79
E01008047,16.57,73.77
E01008048,17.22,76.7
E01008049,18.11,80.65
E01008050,16.94,75.44
E01008051,17.77,79.11
E01008052,20.91,93.11
E01008053,13.73,61.11
E01008054,13.74,61.16
E01008055,17.69,78.79
E01008056,15.47,68.88
E01008057,16.9,75.25
E01008058,16.63,74.04
E01008059,16.19,72.09
E01008060,16.05,71.49
E01008061,17.72,78.88
E01008062,17.9,79.72
E01008063,15.16,67.49
E01008064,15.91,70.83
E01008065,24.35,108.42
E01008066,15.8,70.37
E01008067,17.31,77.07
E01008068,44.9,199.95
E01008069,16.2,72.14
E01008072,18.68,83.16
E01008073,17.7,78.83
E01008074,14.76,65.72
E01008075,16.1,71.67
E01008076,15.38,68.46
E01008077,16.41,73.07
E01008078,14.95,66.56
E01008079,13.16,58.6
E01008080,15.09,67.21
E01008081,16.31,72.6
E01008082,16.68,74.28
E01008083,17.02,75.76
E01008084,17.68,78.74
E01008085,14.38,64.04
E01008086,14.4,64.14
E01008087,15.03,66.93
E01008088,13.33,59.35
E01008089,17.86,79.53
E01008090,17.34,77.21
E01008091,14.97,66.65
E01008092,15.26,67.95
E01008093,16.01,71.3
E01008094,13.33,59.35
E01008095,21.28,94.74
E01008096,23.75,105.76
E01008097,15.71,69.95
E01008098,16.12,71.77
E01008099,16.73,74.51
E01008100,13.68,60.93
E01008101,19.93,88.74
E01008102,15.16,67.49
E01008103,12.22,54.42
E01008104,16.13,71.81
E01008105,39.72,176.88
E01008107,17.38,77.39
E01008108,20.83,92.74
E01008109,34.1,151.86
E01008111,17.23,76.74
E01008112,18.05,80.37
E01008113,18.56,82.65
E01008114,38.46,171.25
E01008115,18.15,80.83
E01008116,13.33,59.35
E01008117,16.63,74.04
E01008118,13.98,62.23
E01008119,13.21,58.84
E01008122,16.31,72.6
E01008123,14.65,65.25
E01008124,15.18,67.58
E01008125,16.24,72.32
E01008126,15.5,69.02
E01008128,18.58,82.74
E01008129,16.92,75.35
E01008130,15.77,70.23
E01008131,16.05,71.49
E01008132,13.61,60.6
E01008133,15.78,70.28
E01008134,13.19,58.74
E01008135,17.47,77.81
E01008136,14.5,64.56
E01008137,14.95,66.56
E01008138,13.36,59.49
E01008139,16.04,71.44
E01008140,20.03,89.21
E01008141,16.34,72.74
E01008142,16.2,72.14
E01008143,16.99,75.67
E01008144,19.03,84.74
E01008145,14.73,65.58
E01008146,12.98,57.81
E01008147,14.5,64.56
E01008148,15.22,67.77
E01008149,14.52,64.65
E01008150,15.21,67.72
E01008151,16.42,73.11
E01008152,14.71,65.49
E01008153,18.16,80.88
E01008154,17.54,78.09
E01008155,16.09,71.63
E01008156,14.82,66.0
E01008157,17.09,76.09
E01008158,17.11,76.18
E01008159,15.91,70.83
E01008160,13.86,61.72
E01008161,18.55,82.6
E01008162,39.99,522.88
E01008163,31.58,412.93
E01008164,21.66,283.21
E01008165,19.83,259.26
E01008166,34.44,450.31
E01008167,24.25,317.14
E01008168,41.0,536.12
E01008169,21.99,287.57
E01008170,26.21,342.72
E01008171,30.77,402.41
E01008172,22.75,297.54
E01008173,20.6,269.42
E01008174,29.48,385.54
E01008175,19.1,249.83
E01008176,19.44,254.18
E01008177,17.44,228.06
E01008178,21.66,283.21
E01008179,15.98,209.01
E01008180,20.01,261.62
E01008181,20.94,273.78
E01008182,26.21,342.72
E01008183,20.62,269.6
E01008184,18.22,238.22
E01008185,18.65,243.84
E01008186,25.99,339.82
E01008187,21.62,282.67
E01008188,18.91,247.29
E01008189,16.51,215.9
E01008190,18.44,241.12
E01008191,18.87,246.74
E01008192,19.51,255.09
E01008193,17.29,226.06
E01008194,18.58,242.93
E01008195,27.9,364.85
E01008196,27.08,354.15
E01008197,21.48,280.85
E01008198,20.85,272.69
E01008199,18.98,248.19
E01008200,18.55,242.57
E01008201,23.75,310.61
E01008202,25.28,330.56
E01008203,23.92,312.78
E01008204,20.37,266.34
E01008205,20.08,262.53
E01008206,24.27,317.32
E01008207,18.58,242.93
E01008208,23.2,303.35
E01008209,28.69,375.2
E01008210,20.33,265.79
E01008211,23.71,310.06
E01008212,18.23,238.4
E01008213,20.74,271.24
E01008214,23.52,307.52
E01008215,22.46,293.73
E01008216,21.46,280.67
E01008217,20.99,274.5
E01008218,22.95,300.08
E01008219,21.89,286.3
E01008220,16.95,221.71
E01008221,24.22,316.78
E01008222,20.88,273.05
E01008223,25.86,338.18
E01008224,37.88,495.3
E01008225,22.18,290.11
E01008226,23.29,304.62
E01008227,23.32,304.98
E01008228,16.39,214.27
E01008229,18.19,237.85
E01008230,20.64,269.97
E01008231,20.91,273.41
E01008232,19.27,252.0
E01008233,16.32,213.36
E01008234,29.91,391.16
E01008235,18.36,240.03
E01008236,19.73,257.99
E01008237,21.34,279.04
E01008238,21.05,275.23
E01008239,21.21,277.41
E01008240,20.12,263.07
E01008241,21.99,287.57
E01008242,22.7,296.82
E01008243,20.52,268.33
E01008244,27.01,353.24
E01008245,18.37,240.21
E01008246,18.67,244.2
E01008247,21.17,276.86
E01008248,35.89,469.36
E01008249,21.56,281.94
E01008250,19.47,254.54
E01008251,26.65,348.53
E01008252,29.3,383.18
E01008253,23.49,307.16
E01008254,22.27,291.19
E01008255,29.86,390.44
E01008256,23.25,304.08
E01008257,20.12,263.07
E01008258,32.41,423.82
E01008259,27.93,365.22
E01008260,21.35,279.22
E01008261,20.03,261.98
E01008262,23.91,312.6
E01008263,20.89,273.23
E01008264,19.19,250.92
E01008265,19.19,250.92
E01008266,17.44,228.06
E01008267,20.3,265.43
E01008268,20.09,262.71
E01008269,20.4,266.7
E01008270,17.47,228.42
E01008271,19.13,250.19
E01008272,19.7,257.63
E01008273,19.38,253.46
E01008274,18.26,238.76
E01008275,19.94,260.71
E01008276,19.65,256.9
E01008277,21.57,282.12
E01008278,19.92,260.53
E01008279,18.38,240.39
E01008280,23.0,300.81
E01008281,21.1,275.95
E01008282,19.7,257.63
E01008283,16.98,222.07
E01008284,19.16,250.55
E01008285,18.98,248.19
E01008286,19.99,261.44
E01008287,28.36,370.84
E01008288,18.38,161.41
E01008289,24.1,211.63
E01008290,23.75,208.54
E01008291,34.22,300.48
E01008292,18.9,165.97
E01008293,18.97,166.59
E01008294,19.49,171.15
E01008295,23.09,202.74
E01008296,17.89,157.09
E01008297,26.21,230.14
E01008298,24.7,216.81
E01008299,17.99,157.95
E01008300,24.79,217.67
E01008301,23.47,206.08
E01008302,21.84,191.76
E01008303,26.44,232.11
E01008304,29.74,261.11
E01008305,35.32,310.1
E01008306,27.72,243.34
E01008307,15.1,132.53
E01008308,68.06,597.5
E01008309,24.19,212.37
E01008311,30.02,263.58
E01008312,17.78,156.1
E01008313,16.19,142.15
E01008314,15.24,133.76
E01008315,20.35,178.68
E01008316,22.09,193.98
E01008317,21.08,185.1
E01008318,18.97,166.59
E01008319,24.5,215.08
E01008320,21.21,186.21
E01008321,24.7,216.81
E01008322,21.01,184.48
E01008323,22.26,195.46
E01008324,25.38,222.86
E01008325,18.95,166.34
E01008326,20.35,178.68
E01008327,17.93,157.46
E01008328,16.54,145.24
E01008329,21.05,184.85
E01008330,19.71,173.0
E01008331,27.3,239.64
E01008332,42.12,369.83
E01008333,26.33,231.13
E01008334,32.17,282.46
E01008335,32.9,288.88
E01008336,18.99,166.71
E01008337,18.47,162.15
E01008338,16.44,144.38
E01008339,23.5,206.32
E01008340,21.46,188.43
E01008341,18.17,159.55
E01008342,18.43,161.78
E01008343,22.29,195.71
E01008344,21.63,189.91
E01008345,21.04,184.73
E01008346,23.08,202.62
E01008347,21.36,187.57
E01008348,16.3,143.14
E01008349,25.05,219.9
E01008350,20.62,181.03
E01008351,18.97,166.59
E01008352,20.03,175.84
E01008353,21.38,187.69
E01008354,22.8,200.15
E01008355,22.7,199.29
E01008356,21.21,186.21
E01008357,21.11,185.34
E01008358,23.22,203.85
E01008359,21.9,192.25
E01008360,21.97,192.87
E01008361,23.92,210.02
E01008362,25.37,222.73
E01008363,21.6,189.66
E01008364,23.71,208.17
E01008365,21.97,192.87
E01008366,29.29,257.16
E01008367,31.86,279.74
E01008368,21.83,191.64
E01008369,26.58,233.35
E01008370,25.54,224.21
E01008371,19.85,174.24
E01008372,25.58,224.59
E01008373,31.23,274.19
E01008374,20.89,183.37
E01008375,21.18,185.96
E01008376,16.15,141.78
E01008377,33.0,289.74
E01008378,20.42,179.3
E01008379,22.45,197.07
E01008380,25.09,220.27
E01008381,20.3,178.19
E01008382,17.2,151.04
E01008383,19.49,171.15
E01008384,19.21,168.69
E01008385,17.89,157.09
E01008386,17.12,150.3
E01008387,18.57,163.01
E01008388,26.33,231.13
E01008389,24.03,211.01
E01008390,27.97,245.56
E01008391,20.75,182.14
E01008392,22.61,198.55
E01008394,24.71,216.93
E01008395,26.37,231.5
E01008396,32.75,287.52
E01008397,58.61,514.57
E01008398,25.66,225.33
E01008399,26.03,228.53
E01008400,23.14,203.11
E01008401,20.87,183.25
E01008402,20.0,175.6
E01008403,21.18,185.96
E01008404,22.14,194.35
E01008405,19.94,175.1
E01008406,63.59,558.25
E01008407,58.06,509.76
E01008409,22.97,201.63
E01008410,40.16,352.55
E01008411,23.63,207.43
E01008412,25.36,222.61
E01008413,22.63,198.67
E01008415,16.85,147.95
E01008416,22.6,198.42
E01008418,28.77,252.6
E01008419,20.83,182.88
E01008420,17.91,157.21
E01008421,21.49,188.68
E01008422,22.64,198.79
E01008423,17.96,157.7
E01008424,23.18,203.48
E01008425,22.04,193.49
E01008426,23.11,202.87
E01008427,16.02,140.67
E01008428,19.58,171.89
E01008429,20.89,183.37
E01008430,17.65,154.99
E01008431,19.59,172.02
E01008432,19.04,167.2
E01008433,18.34,161.03
E01008434,19.65,172.51
E01008435,21.6,189.66
E01008436,20.58,180.66
E01008437,19.71,173.0
E01008438,27.37,240.26
E01008439,25.03,219.77
E01008441,23.75,208.54
E01008442,18.13,159.18
E01008443,18.52,162.64
E01008444,19.06,167.33
E01008445,27.66,242.85
E01008446,18.6,163.26
E01008447,17.11,150.18
E01008448,18.75,164.61
E01008449,29.59,259.75
E01008450,23.95,210.27
E01008451,25.79,226.44
E01008452,20.23,177.57
E01008453,25.81,226.56
E01008455,24.71,216.93
E01008456,20.41,179.17
E01008457,22.85,200.65
E01008458,26.35,231.37
E01008459,27.15,238.41
E01008460,19.78,173.62
E01008461,28.13,241.65
E01008462,29.83,256.31
E01008463,25.36,217.85
E01008464,26.12,224.4
E01008465,26.98,231.82
E01008466,24.99,214.74
E01008467,30.15,259.07
E01008468,28.21,242.34
E01008469,34.37,295.29
E01008470,27.84,239.24
E01008471,31.72,272.53
E01008472,28.83,247.69
E01008473,25.28,217.16
E01008474,29.29,251.66
E01008475,31.82,273.39
E01008476,35.49,304.95
E01008477,36.28,311.68
E01008478,30.45,261.66
E01008479,29.91,257.0
E01008480,30.78,264.42
E01008481,29.77,255.8
E01008482,33.81,290.46
E01008483,28.49,244.76
E01008484,29.07,249.76
E01008485,30.55,262.52
E01008486,27.42,235.61
E01008487,28.89,248.21
E01008488,28.59,245.62
E01008489,37.46,321.86
E01008490,30.58,262.69
E01008491,31.52,270.8
E01008492,35.39,304.09
E01008493,30.8,264.59
E01008494,32.28,277.36
E01008495,36.22,311.16
E01008496,30.84,264.94
E01008497,29.37,252.35
E01008498,29.47,253.21
E01008499,32.64,280.46
E01008500,30.58,262.69
E01008501,58.2,500.03
E01008502,30.41,261.31
E01008503,42.12,361.87
E01008504,30.33,260.62
E01008505,35.45,304.61
E01008506,27.8,238.89
E01008507,33.99,292.02
E01008508,33.08,284.26
E01008509,33.27,285.81
E01008510,31.18,267.87
E01008511,32.92,282.88
E01008512,31.54,270.97
E01008513,49.35,423.97
E01008514,37.22,319.79
E01008516,36.22,311.16
E01008517,31.44,270.11
E01008518,31.38,269.59
E01008519,25.56,219.57
E01008520,29.49,253.38
E01008521,29.37,252.35
E01008522,31.1,267.18
E01008523,25.8,221.64
E01008524,37.86,325.31
E01008525,29.55,253.9
E01008526,27.48,236.13
E01008527,29.97,257.52
E01008528,27.95,240.1
E01008529,30.92,265.63
E01008530,32.5,279.25
E01008531,26.94,231.47
E01008532,32.08,275.63
E01008533,29.11,250.1
E01008534,27.1,232.85
E01008535,31.16,267.7
E01008536,29.11,250.1
E01008537,23.91,205.43
E01008538,39.75,341.52
E01008539,31.44,270.11
E01008540,35.98,309.09
E01008541,30.62,263.04
E01008542,33.73,289.77
E01008543,50.85,436.9
E01008544,33.04,283.91
E01008545,26.52,227.85
E01008546,32.86,282.36
E01008547,27.6,237.17
E01008548,34.01,292.19
E01008549,31.08,267.01
E01008550,33.06,284.08
E01008551,29.15,250.45
E01008552,32.38,278.22
E01008553,36.56,314.1
E01008554,32.86,282.36
E01008555,33.83,290.64
E01008556,42.06,361.36
E01008557,33.33,286.32
E01008558,31.14,267.52
E01008559,29.33,252.0
E01008560,32.08,275.63
E01008561,33.04,283.91
E01008562,29.75,255.62
E01008563,28.05,240.96
E01008564,27.8,238.89
E01008565,65.57,563.34
E01008567,29.63,254.59
E01008568,28.03,240.79
E01008569,29.21,250.97
E01008570,24.69,212.16
E01008571,39.21,336.86
E01008572,35.19,302.37
E01008573,34.59,297.19
E01008574,39.89,342.73
E01008575,26.88,230.96
E01008576,40.31,346.35
E01008577,36.04,309.61
E01008578,25.8,221.64
E01008579,27.14,233.2
E01008580,27.0,231.99
E01008581,37.06,318.41
E01008582,28.43,244.24
E01008583,30.01,257.86
E01008584,32.68,280.81
E01008585,30.86,265.11
E01008586,30.68,263.56
E01008587,26.54,228.03
E01008588,32.62,280.29
E01008589,30.72,263.9
E01008590,30.51,413.21
E01008591,27.68,374.89
E01008592,28.81,390.16
E01008593,27.56,373.16
E01008594,38.96,527.61
E01008595,33.34,451.54
E01008596,31.28,423.59
E01008597,53.24,720.96
E01008598,33.26,450.38
E01008599,30.39,411.48
E01008600,27.62,374.02
E01008601,33.79,457.59
E01008602,29.88,404.57
E01008603,27.88,377.48
E01008604,39.0,528.19
E01008605,24.39,330.22
E01008606,37.45,507.15
E01008607,31.3,423.87
E01008608,25.17,340.89
E01008609,32.6,441.45
E01008610,31.81,430.79
E01008611,29.66,401.69
E01008612,31.79,430.5
E01008613,32.47,439.72
E01008614,38.47,520.98
E01008615,30.2,408.89
E01008616,31.71,429.35
E01008617,30.75,416.38
E01008618,26.05,352.7
E01008619,33.51,453.84
E01008620,31.22,422.72
E01008621,30.41,411.77
E01008622,36.07,488.42
E01008624,28.11,380.65
E01008625,30.96,419.26
E01008627,25.56,346.07
E01008628,29.2,395.35
E01008629,29.49,399.38
E01008630,30.85,417.82
E01008631,28.0,379.21
E01008632,25.32,342.9
E01008633,29.07,393.62
E01008634,28.3,383.25
E01008635,29.32,397.08
E01008636,29.62,401.11
E01008637,30.03,406.59
E01008638,26.85,363.65
E01008639,51.58,698.49
E01008640,53.69,727.01
E01008641,23.51,318.41
E01008642,31.77,430.21
E01008643,36.03,487.84
E01008644,33.17,449.23
E01008645,52.16,706.27
E01008646,26.92,364.51
E01008647,30.24,409.47
E01008648,27.79,376.33
E01008649,35.13,475.74
E01008650,27.34,370.28
E01008651,46.86,634.52
E01008652,23.47,317.83
E01008653,25.88,350.4
E01008654,24.13,326.77
E01008655,35.07,474.88
E01008656,29.22,395.64
E01008657,27.92,378.06
E01008658,30.2,408.89
E01008659,31.39,425.03
E01008660,28.75,389.3
E01008661,23.05,312.07
E01008662,25.9,350.68
E01008663,29.58,400.53
E01008664,34.54,467.67
E01008665,29.75,402.84
E01008666,40.83,552.97
E01008667,35.34,478.62
E01008668,36.34,492.17
E01008669,31.77,430.21
E01008670,31.56,427.33
E01008671,23.49,318.12
E01008672,28.98,392.47
E01008673,26.0,352.12
E01008674,25.96,351.55
E01008675,29.85,404.28
E01008676,28.0,379.21
E01008677,28.45,385.26
E01008678,27.32,369.99
E01008679,26.45,358.18
E01008680,31.28,423.59
E01008681,29.54,399.96
E01008682,26.41,357.6
E01008683,32.13,435.11
E01008684,22.98,311.21
E01008685,39.39,533.37
E01008686,35.98,487.27
E01008687,39.07,529.05
E01008688,29.11,394.19
E01008689,32.47,439.72
E01008690,27.68,374.89
E01008691,24.96,338.0
E01008692,30.17,408.6
E01008693,16.88,181.87
E01008694,17.74,191.2
E01008695,18.7,201.47
E01008696,15.67,168.89
E01008697,17.74,191.2
E01008698,18.73,201.88
E01008699,16.63,179.16
E01008700,22.62,243.8
E01008701,27.1,292.07
E01008702,15.18,163.61
E01008703,38.76,417.69
E01008704,19.66,211.89
E01008705,13.83,149.01
E01008706,21.44,231.09
E01008707,17.8,191.87
E01008708,18.32,197.42
E01008709,16.15,174.02
E01008711,18.44,198.77
E01008712,21.78,234.74
E01008713,19.93,214.73
E01008714,19.77,213.1
E01008715,17.25,185.92
E01008716,16.21,174.7
E01008717,21.0,226.35
E01008718,20.06,216.21
E01008719,14.12,152.12
E01008720,16.83,181.33
E01008721,19.02,204.99
E01008722,17.48,188.36
E01008723,17.4,187.55
E01008724,13.95,150.36
E01008725,16.49,177.68
E01008726,17.8,191.87
E01008727,17.85,192.41
E01008728,15.61,168.21
E01008729,13.11,141.3
E01008730,20.09,216.48
E01008731,15.4,165.91
E01008732,25.14,270.98
E01008733,20.2,217.7
E01008734,16.29,175.51
E01008735,23.89,257.45
E01008736,14.68,158.2
E01008737,15.5,166.99
E01008738,14.39,155.09
E01008739,18.92,203.91
E01008740,18.23,196.47
E01008741,17.05,183.76
E01008742,20.29,218.65
E01008743,20.31,218.92
E01008744,23.81,256.64
E01008745,19.81,213.51
E01008746,26.66,287.34
E01008747,20.69,222.97
E01008748,16.86,181.73
E01008749,16.19,174.43
E01008750,25.6,275.84
E01008751,17.18,185.11
E01008752,24.38,262.73
E01008753,15.36,165.51
E01008754,17.96,193.5
E01008755,15.92,171.59
E01008756,18.77,202.29
E01008757,18.12,195.25
E01008758,18.33,197.55
E01008759,17.98,193.77
E01008760,19.26,207.56
E01008761,17.62,189.85
E01008762,20.56,221.62
E01008763,17.98,193.77
E01008764,18.42,198.5
E01008765,18.19,196.07
E01008766,36.99,398.62
E01008767,17.59,189.57
E01008768,23.21,250.15
E01008769,20.77,223.78
E01008770,16.1,173.48
E01008771,17.96,193.5
E01008772,16.59,178.76
E01008773,17.24,185.79
E01008774,15.76,169.83
E01008775,16.7,179.97
E01008776,14.94,161.04
E01008777,17.18,185.11
E01008778,16.64,179.3
E01008779,17.75,191.33
E01008780,23.33,251.37
E01008781,17.59,189.57
E01008782,17.03,183.49
E01008783,17.32,186.6
E01008784,19.54,210.53
E01008785,16.51,177.95
E01008786,18.87,203.37
E01008787,20.54,221.35
E01008788,18.49,199.31
E01008789,16.4,176.73
E01008790,18.17,195.79
E01008791,27.94,301.13
E01008792,15.73,169.56
E01008793,20.5,220.95
E01008795,24.17,260.43
E01008796,23.41,252.32
E01008797,34.12,367.66
E01008799,20.26,218.38
E01008800,18.39,198.23
E01008801,19.29,207.83
E01008802,16.79,180.92
E01008803,18.75,202.01
E01008804,20.88,225.0
E01008805,17.23,185.65
E01008808,17.69,190.66
E01008809,19.37,208.78
E01008810,22.13,238.52
E01008811,20.53,221.22
E01008812,20.14,217.02
E01008813,20.74,223.51
E01008814,18.97,204.45
E01008817,15.87,171.05
E01008819,18.41,198.36
E01008820,13.1,141.17
E01008821,18.49,199.31
E01008822,18.53,199.72
E01008823,17.84,192.28
E01008824,18.18,195.93
E01008825,18.92,203.91
E01008826,17.53,188.9
E01008827,14.62,157.53
E01008828,19.64,211.62
E01008829,16.91,182.27
E01008830,21.72,234.06
E01008831,31.07,334.8
E01008832,18.86,203.23
E01008833,16.39,176.59
E01008834,23.01,247.99
E01008835,20.0,215.54
E01008836,18.29,197.15
E01008837,15.71,169.29
E01008838,19.45,209.59
E01008839,16.27,175.38
E01008840,16.96,182.81
E01008841,16.29,175.51
E01008842,16.61,179.03
E01008843,15.81,170.37
E01008844,17.96,193.5
E01008845,17.13,184.57
E01008846,14.14,152.39
E01008847,17.23,185.65
E01008848,15.91,171.46
E01008849,16.75,180.52
E01008850,34.97,376.85
E01008851,19.03,205.12
E01008852,14.44,155.64
E01008853,17.0,183.22
E01008854,18.8,202.56
E01008855,17.14,184.71
E01008856,16.05,172.94
E01008857,17.06,183.9
E01008858,15.67,168.89
E01008859,17.54,189.03
E01008860,16.84,181.46
E01008861,18.42,198.5
E01008862,16.64,179.3
E01008863,19.25,207.42
